,0,1,2,3,4
20150106,-0.005296028180495416,0.002477008011971431,-0.002137539852789085,-1.4078422118086782e-05,0.000571058728544793
20150107,-0.017796153795672655,-0.00798236796284358,-0.002613567867139303,0.0031526544161768625,0.006364258817467056
20150108,-0.004302346659041883,-0.006929344590331702,-0.005486153039294067,-0.010392227068016244,-0.009218574235942576
20150109,-0.019002345262461993,-0.02261529287168908,-0.015740031069427105,-0.010846444373983466,-0.008708158875384267
20150112,0.018270910394850223,0.0172821869836018,0.015223381508678434,0.015117134731596562,0.016552815578763
20150113,-0.0011776110071688329,-0.0022315600721664205,-0.005136787817753482,-0.006473155023216503,-0.009306315443636718
20150114,0.017544569913454853,0.015198848565509496,0.0072195751964667,0.004817883187204246,0.0027710817346904794
20150115,0.016370639613105642,0.015736407604574447,0.013875254566147336,0.011584052361141652,0.010635640923949016
20150116,-0.012364724430627807,-0.02743284798282559,-0.04596002103688848,-0.04416672571174396,-0.03397811252769216
20150119,0.031175866776929528,0.03308598539386427,0.03803901591555982,0.043100553253880076,0.0465690316574817
20150120,0.031804286015920794,0.03174934906901052,0.026796551803186335,0.02363349498970745,0.013606334111250552
20150121,0.014140562521787,0.016579899538409472,0.01606331544978427,0.01595969698816272,0.015754247225862515
20150122,-0.016721921299609917,-0.010846978340749191,-0.008558840452901771,-0.005467942120567788,-0.005910486099623162
20150123,0.01989079478815313,0.022559716128745827,0.022565406339141014,0.021361607546990076,0.020105791046884473
20150126,0.010352589009746897,0.005820733958615107,0.007210725871177563,0.005755366146443695,-0.00011430933285400504
20150127,-0.0015184374596423477,-0.006706898845777526,-0.0028872158181383607,-0.0033234470158224286,-0.002846306893415791
20150128,-0.005615863608254569,-0.005783017843386193,0.00017593521142946777,-0.008526856019916745,-0.008374709355544466
20150129,-0.00830889228343656,-0.011305532675134213,-0.008825019704563924,-0.00876641661962136,-0.01588844450297223
20150130,0.0016958758580116696,-0.004089028377213052,-0.003446185516589744,-0.007741472790335165,-0.006271602957475578
20150202,0.0234426716535995,0.021051814731579,0.01853672546832383,0.020773869292589477,0.01006840485406809
20150203,-0.00208826190065474,-0.0034277658078592254,7.630663126932637e-05,-0.0041617623911168545,-0.0008270819828445798
20150204,-0.0025698739204014125,-0.009899889685715918,-0.005046050099366236,-0.003156760296069105,0.0025599710313899053
20150205,-0.01939796543427995,-0.01809126380459211,-0.02061421211006007,-0.023858743830846966,-0.023843452797972047
20150206,-0.003019127158847896,-0.0005847458755266768,-0.0022378525662129028,-0.009872841923315624,-0.017021517853162145
20150209,0.010438659928147373,0.014364708310459025,0.016566314699177517,0.01561399613769725,0.00681827747846472
20150210,0.014872643740618714,0.014273990578901802,0.01341024181744674,0.010781415142315558,0.01155384397515593
20150211,0.011991154027055187,0.008082577973710463,0.008865899028542757,0.008981858662377901,0.012385365732292075
20150212,0.018710500934191802,0.01738946317007001,0.01748578933769174,0.015799662235881747,0.01755581262023068
20150213,0.022540086507504314,0.017703709535151876,0.01789541966400218,0.019238818046025896,0.020444959379895
20150216,0.006710150875901278,0.006322564229287003,0.004373590527071276,0.003812824056433222,0.008260468081465466
20150217,-0.0006988922846206984,-0.002169857971106466,-0.0006487842332277743,-0.001934586836626424,-0.004199283073431759
20150225,0.009197763552804024,0.010787334548040563,0.016648435372913828,0.012556872712684,0.007027555361721397
20150226,0.014085600376708604,0.011051259776293239,0.010303548377924892,0.014292815430078163,0.009651811218621027
20150227,0.028800146674887697,0.026336822244698677,0.019842995723017832,0.019295932411223075,0.022146130175147764
20150302,-0.005436138294950101,-0.0012609601533213146,-0.006077732409844497,-0.005187592021504003,-0.008043887998767436
20150303,0.01452209626772147,0.02008220772079906,0.019223822249362005,0.020132547326152925,0.021335063284956882
20150304,0.00756400124863668,0.0039626044334954745,0.0035853018562992606,0.009249014747042202,0.0046326252123316215
20150305,-0.004508030880351726,-0.00980481121673069,-0.011914209330972949,-0.012307439161690824,-0.016680666587930493
20150306,0.016699583701986844,0.01716429690589585,0.014003820619038486,0.01251444190989528,0.010207813842160626
20150309,0.01780779592455471,0.015571788850764701,0.013130255785782027,0.008739835048806668,0.008038149521765662
20150310,-0.00099841580343691,-0.0005303683769115874,0.0011666867432901338,-0.0004477278851803113,0.001007824859421598
20150311,0.00024574391043974164,0.0018959941102924891,-0.0022190273339406847,-0.0077912917139827285,-0.010716493351854976
20150312,0.019083756316327128,0.018513250406404606,0.014388821585453748,0.013316528090975695,0.012307761584544523
20150313,0.03556606781288156,0.03367313206199431,0.03319796236931356,0.029598122685691116,0.028461572161031935
20150316,0.015339916608975194,0.019229541473888685,0.014273912865450019,0.012200739909626328,0.009994530669025427
20150317,0.023087394686826867,0.021194465234664853,0.022286524759545925,0.020288495213202164,0.020525436858400508
20150318,0.006791790194467882,0.0077285133666181345,0.011032107460706325,0.007800597403463396,0.008174469495464545
20150319,0.011563396410015164,0.008185865510310216,0.009987655920221272,0.013665627368891303,0.013131399766432923
20150320,0.02759296462189511,0.0285190348051727,0.02691564499936683,0.025680466890309027,0.027661969028098175
20150323,0.008244363428697929,0.008379534189238069,0.0013645844435029725,0.004150166914102282,0.008952150087317298
20150324,0.016200121876701303,0.005358832558658792,0.011599118550969132,0.015474237724989416,0.01859172720839802
20150325,-0.0018928642830024795,1.3672695324402672e-05,-0.004433860881659707,-0.014511721817695845,-0.029753635111501583
20150326,0.01543451007195371,0.013581031511519504,0.015261409397056181,0.010659217666554095,0.009315857557703703
20150327,-0.00320865993386295,0.007995443032669514,0.01666806290521868,0.014845166864163827,0.010600758202134363
20150330,0.0025215486873524876,0.0024157272961274727,0.0008649541623138902,0.0032253588394236623,0.0042675724616347615
20150331,0.028980074886150307,0.030893433314843552,0.02362674178469188,0.023052987743193542,0.02713597588594081
20150401,0.020184660417648412,0.02265045890882477,0.025847424839362976,0.02661938890011244,0.027400031970482422
20150402,0.018780442983162,0.019884356741387704,0.02265781045681759,0.02344800518130749,0.027696662668235904
20150403,0.025173858631008076,0.02852428036737623,0.025141867663200104,0.02182269903488507,0.021154753613222634
20150407,-0.008120326214424076,-0.009988835289191629,-0.008393660456463939,-0.0133243558364385,-0.01123504189263135
20150408,-0.009555890327576113,-0.007218499027603074,-0.015392283098103792,-0.011732055572892195,-0.005125891207008669
20150409,0.028017972714989767,0.029680431329287188,0.03083264771574769,0.028927285671740903,0.023880358971068705
20150410,0.026060200118794202,0.02726045567282584,0.02631802491634429,0.02840412076532015,0.0196052049372774
20150413,0.00683740757522468,0.005829872653935964,0.0014414506687703364,-0.0037292398772064846,-0.0024214194989463558
20150414,-0.03975931067913478,-0.03503037443184949,-0.04341278247029117,-0.03987724671245742,-0.038943722252393315
20150415,0.011872026778712153,0.011882864006529126,0.015966108940312477,0.014150106713552334,0.011771767892724033
20150416,0.004676060225794184,0.004194023019910687,0.007091504507254402,0.010881057631215442,0.007572570905555422
20150417,-0.020706740129177687,-0.020703265138796594,-0.020372538370877116,-0.02571609892658078,-0.02440199771688538
20150420,0.04550611843826881,0.046497351443444204,0.04080896580991624,0.0375217410228953,0.02822221196012655
20150421,0.030532370898374104,0.031960612246931384,0.031202203501131863,0.03303141081933575,0.024972950596109666
20150422,0.012479577295393512,0.011542979778481012,0.011944220124636872,0.010595159439526576,0.01259375418167294
20150423,0.005660052402707153,-0.0006215063449697613,-0.002416913036710532,0.00011073591212186686,0.004286588207217548
20150424,0.011626954585516528,0.012975422330904984,0.013420298878409067,0.00785773407578258,0.0010674444881320978
20150427,-0.03438622223235351,-0.03012830648840091,-0.02478268933148892,-0.04034255508614853,-0.03193999418644904
20150428,0.028449317603042763,0.02900606226620593,0.032743590325857275,0.019903345333985318,0.01973647366357592
20150429,0.0035614861726474,0.003973699684660564,0.0022587963009726617,0.003317463993944127,0.009796473477559476
20150430,0.02014177750582646,0.010547579919412485,0.011716919398663556,0.009551243364246825,0.007310107622536981
20150504,-0.026061947095821877,-0.03136088289073551,-0.020115167923284338,-0.035279919638677625,-0.0330476257520031
20150505,-0.00659047906974802,-0.010962002371230227,-0.009552729070190596,-0.016497902856994155,-0.010777194783280548
20150506,-0.01830909897778711,-0.021404552062778536,-0.021161233650595274,-0.025972545896820676,-0.020774635434357296
20150507,0.039603611656449225,0.03967053010195229,0.04242569022832611,0.05083282064037863,0.06010833679289022
20150508,0.05330793848530172,0.0496375182795851,0.048025708870989677,0.04738543459273239,0.04639841502218982
20150511,0.029045024968497722,0.019512835185233928,0.018369575975257176,0.021301816068114314,0.029009906350869072
20150512,0.013108787921565971,0.00787138253827729,0.01053430623144995,0.012076579048096753,0.015289861577141451
20150513,0.011320365107538796,0.017091417005240965,0.010094941272644936,0.011900612868436196,0.01067535546858919
20150514,-0.005867949469787261,0.002455464420483805,-0.006797924926439147,-0.008790552832341736,-2.519754037172937e-05
20150515,0.026018254049437015,0.020950233124644745,0.0309760711237988,0.026775389700407472,0.03473317233139742
20150518,0.034974087882683136,0.032154985210007946,0.028295462807292796,0.030770768951941994,0.021594478420701366
20150519,0.016729890677513296,0.03027723031271078,0.021597657265785785,0.020903415382586454,0.02302870825761551
20150520,0.0380436917859756,0.04781101986526164,0.03806572697382245,0.03809472977270376,0.03657238485617458
20150521,0.02201061474264001,0.036607552943853386,0.021523670583755747,0.011162465571614946,0.004874329828159523
20150522,0.03389585885579182,0.031139047432243952,0.03298558224686569,0.02658555386285723,0.018782155960374237
20150525,0.052203271500258205,0.04563676166550243,0.04618910616996442,0.032383215518651434,0.031865470237035905
20150526,0.032113678364430576,0.01605286967627703,0.01811074986693743,0.017904302798391263,0.026924834424575283
